2 66.145317 71.266991 494.978058 100.143295 0.000000
3 66.143433 71.278603 495.415710 100.134094 0.000000
4 66.168121 71.253059 495.353455 100.018684 0.000000
5 66.186394 71.202507 494.991974 100.079124 0.000000
6 66.167801 71.232666 495.004639 100.171669 0.000000
7 66.178711 71.217979 495.957428 100.150543 0.000000
8 66.275322 71.218674 495.051453 100.289993 0.000000
9 66.224648 71.206261 494.091034 100.481430 0.000000
10 66.203827 71.252419 492.404205 100.524681 0.000000
11 66.255432 71.220818 493.920685 100.501732 0.000000
12 66.276939 71.231819 492.981567 100.407158 0.000000
13 66.297577 71.194275 493.544678 100.604851 0.000000
14 66.322815 71.225060 493.085938 100.443703 0.000000
15 66.203529 71.154465 491.177429 100.637245 0.000000
16 66.206894 71.250435 496.535553 100.105530 0.000000
17 66.152664 71.203499 494.922028 100.250664 0.000000
18 66.159180 71.150269 496.111694 100.306648 0.000000
19 66.125084 71.264832 497.838257 99.965500 0.000000
20 66.189087 71.223267 497.541290 100.009735 0.000000
21 66.228401 71.185669 498.061798 100.074913 0.000000
22 66.281837 71.233810 500.130859 99.857475 0.000000
23 66.207985 71.174850 499.482391 99.955551 0.000000
24 66.195198 71.176933 497.879303 99.753349 0.000000
25 66.214996 71.214066 496.802551 99.786339 0.000000
26 66.334702 71.195724 497.833374 100.037788 0.000000
27 66.341652 71.204643 495.011749 100.272423 0.000000
28 66.198738 71.140198 492.970856 100.220207 0.000000
29 66.270020 71.170769 494.058350 100.402779 0.000000
30 66.257896 71.135780 492.868561 100.405037 0.000000
31 66.246475 71.160080 494.407806 100.619438 0.000000
32 66.306442 71.318451 494.422333 100.760361 0.000000
33 66.209602 71.367798 493.987823 100.746643 0.000000
34 66.439705 71.424896 493.173615 100.765533 0.000000
35 66.389061 71.400650 493.643829 100.893784 0.000000
36 66.361229 71.332809 493.254272 100.765541 0.000000
37 66.345467 71.414299 493.234039 100.862175 0.000000
38 66.287910 71.403175 491.226013 101.010727 0.000000
39 66.434265 71.392586 490.867279 100.959671 0.000000
40 66.422791 71.420021 492.563721 100.992104 0.000000
41 66.384621 71.342499 492.031158 100.881584 0.000000
42 66.371880 71.412575 489.377380 101.229378 0.000000
43 66.387489 71.399330 491.633575 101.017433 0.000000
44 66.439636 71.369316 490.409393 100.991837 0.000000
45 66.455399 71.314323 489.964539 100.858521 0.000000
46 66.461838 71.390900 492.932404 100.850677 0.000000
47 66.555031 71.343079 492.186798 100.897141 0.000000
48 66.526039 71.327408 493.404724 100.694122 0.000000
49 66.420975 71.361763 494.796661 100.578232 0.000000
50 66.364632 71.410072 494.749481 101.034340 0.000000
51 66.507874 71.296425 491.656769 100.925766 0.000000
52 66.559174 71.352531 490.009216 101.279663 0.000000
53 66.427223 71.300476 491.492828 100.819336 0.000000
54 66.390938 71.386497 492.071167 100.922943 0.000000
55 66.407654 71.385796 489.949493 101.120255 0.000000
56 66.428139 71.392174 493.027588 100.813995 0.000000
57 66.458702 71.343391 492.387634 100.904137 0.000000
58 66.376869 71.368088 492.056366 100.822441 0.000000
59 66.333519 71.356186 494.435577 100.533752 0.000000
60 66.377876 71.320511 492.123322 100.687248 0.000000
61 66.352097 71.319199 490.222534 101.047783 0.000000
62 66.254379 71.330627 491.143066 100.784004 0.000000
63 66.283005 71.368744 492.599640 100.900360 0.000000
64 66.405487 71.615646 492.253021 100.790100 0.000000
65 66.333847 71.567848 489.609833 101.116562 0.000000
66 66.385132 71.643745 489.718597 101.225800 0.000000
67 66.421806 71.562134 488.335205 101.277153 0.000000
68 66.475304 71.574844 490.483978 101.205139 0.000000
69 66.549110 71.586403 490.294708 101.156952 0.000000
70 66.538940 71.541588 488.001465 101.552635 0.000000
71 66.420357 71.584908 489.026703 101.408142 0.000000
72 66.390015 71.564659 489.630615 101.103630 0.000000
73 66.265381 71.550438 491.075287 101.241898 0.000000
74 66.347870 71.569344 491.702759 100.806549 0.000000
75 66.400673 71.537369 491.629852 101.048370 0.000000
76 66.411583 71.469368 492.829956 101.167290 0.000000
77 66.376495 71.544899 493.948975 100.985161 0.000000
78 66.463844 71.552368 492.512024 101.141258 0.000000
79 66.429222 71.489586 492.942291 100.929558 0.000000
80 66.428680 71.524048 492.866852 100.962891 0.000000
81 66.348549 71.480026 492.356598 100.915962 0.000000
82 66.357780 71.490265 495.339386 100.843445 0.000000
83 66.388763 71.540268 494.151978 100.685150 0.000000
84 66.432465 71.474953 493.320984 101.083549 0.000000
85 66.379822 71.472931 493.717804 100.859039 0.000000
86 66.405571 71.559212 492.464386 101.041168 0.000000
87 66.421051 71.547005 492.260498 100.932793 0.000000
88 66.374191 71.544662 493.008209 100.906578 0.000000
89 66.470337 71.587334 493.766510 101.071678 0.000000
90 66.351044 71.516678 490.815033 101.066818 0.000000
91 66.399277 71.511902 488.087036 101.295197 0.000000
92 66.306343 71.527206 488.293976 101.549911 0.000000
93 66.367683 71.557373 490.018066 101.007935 0.000000
94 66.326256 71.565994 492.440247 100.972656 0.000000
95 66.350235 71.597214 491.820465 101.145119 0.000000
